entry_id,posting_date,entity,department,account_category,description,vendor_counterparty,amount_usd,payment_terms_days,reconciliation_status
GL-10704,2026-05-03,EMEA Logistics Ltd,Customer Support,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,17492.1,45,PENDING_AUDIT
GL-10705,2026-01-09,Group HQ (US),General & Admin,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,15137.7,30,RECONCILED
GL-10706,2026-12-08,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,28120.4,30,RECONCILED
GL-10707,2026-09-08,Group HQ (US),Customer Support,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,909.63,60,RECONCILED
GL-10708,2026-03-30,Group HQ (US),General & Admin,Sales & Marketing,Google Search & Ads Campaign,Meta Business,6389.81,60,RECONCILED
GL-10709,2026-02-24,Group HQ (US),Customer Support,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,3973.33,30,RECONCILED
GL-10710,2026-12-14,EMEA Logistics Ltd,General & Admin,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,13039.75,30,RECONCILED
GL-10711,2026-10-31,Enterprise Cloud BV,General & Admin,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,68028.51,30,RECONCILED
GL-10712,2026-10-11,Enterprise Cloud BV,Customer Support,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,8334.27,60,RECONCILED
GL-10713,2026-03-22,Group HQ (US),Customer Support,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,23338.08,60,RECONCILED
GL-10714,2026-05-26,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Engineering Salaries,Gusto Payroll,13858.0,60,RECONCILED
GL-10715,2026-05-03,Enterprise Cloud BV,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,8878.99,60,PENDING_AUDIT
GL-10716,2026-11-18,Sub-Sahara Telco PLC,General & Admin,Direct COGS,Third-Party LLM API Credits,Stripe Inc,1555.47,60,PENDING_AUDIT
GL-10717,2026-11-13,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,Stripe Payment Processing,Stripe Inc,2928.48,30,RECONCILED
GL-10718,2026-03-18,EMEA Logistics Ltd,Customer Support,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,6350.69,45,RECONCILED
GL-10719,2026-08-11,Sub-Sahara Telco PLC,General & Admin,Payroll & Benefits,Executive Compensation,ADP TotalSource,14401.69,30,PENDING_AUDIT
GL-10720,2026-04-01,Enterprise Cloud BV,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,13552.09,60,RECONCILED
GL-10721,2026-10-24,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,10751.58,30,RECONCILED
GL-10722,2026-02-20,Enterprise Cloud BV,Customer Support,Sales & Marketing,LinkedIn B2B Lead Generation,LinkedIn B2B Marketing,1663.24,60,RECONCILED
GL-10723,2026-08-12,Enterprise Cloud BV,Sales & Marketing,General & Admin,Audit & Corporate Legal Retainers,PwC Audit Advisory,5873.3,30,RECONCILED
GL-10724,2026-04-10,Sub-Sahara Telco PLC,General & Admin,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,18074.74,30,RECONCILED
GL-10725,2026-02-26,EMEA Logistics Ltd,Customer Support,Direct COGS,Stripe Payment Processing,Stripe Inc,7625.35,60,RECONCILED
GL-10726,2026-11-23,Enterprise Cloud BV,Data Infrastructure,General & Admin,Office Facilities & Coworking,WeWork Management,4146.78,60,RECONCILED
GL-10727,2026-04-21,EMEA Logistics Ltd,Customer Support,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,23404.47,30,RECONCILED
GL-10728,2026-08-11,Enterprise Cloud BV,Data Infrastructure,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,1277.32,30,RECONCILED
GL-10729,2026-08-29,Group HQ (US),Customer Support,Direct COGS,Stripe Payment Processing,Amazon Web Services,4283.8,30,RECONCILED
GL-10730,2026-01-07,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,60334.81,30,RECONCILED
GL-10731,2026-12-09,Sub-Sahara Telco PLC,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,10823.16,45,RECONCILED
GL-10732,2026-12-27,EMEA Logistics Ltd,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,5634.58,30,RECONCILED
GL-10733,2026-02-06,EMEA Logistics Ltd,General & Admin,Direct COGS,Stripe Payment Processing,Cloudflare CDN,6597.24,60,PENDING_AUDIT
GL-10734,2026-10-05,Enterprise Cloud BV,Engineering & R&D,Payroll & Benefits,Executive Compensation,ADP TotalSource,23838.94,60,RECONCILED
GL-10735,2026-01-27,Group HQ (US),Customer Support,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,2510.64,30,RECONCILED
GL-10736,2026-12-27,Group HQ (US),Data Infrastructure,Payroll & Benefits,Engineering Salaries,Gusto Payroll,17784.39,30,RECONCILED
GL-10737,2026-11-29,EMEA Logistics Ltd,Data Infrastructure,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,20063.47,30,RECONCILED
GL-10738,2026-05-17,EMEA Logistics Ltd,General & Admin,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,46668.75,60,RECONCILED
GL-10739,2026-03-04,EMEA Logistics Ltd,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Remote.com Global,6889.84,45,RECONCILED
GL-10740,2026-12-21,Group HQ (US),Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,1705.07,30,RECONCILED
GL-10741,2026-02-09,Group HQ (US),Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,17408.22,30,RECONCILED
GL-10742,2026-11-18,Group HQ (US),General & Admin,Direct COGS,Third-Party LLM API Credits,Stripe Inc,3106.48,45,RECONCILED
GL-10743,2026-11-27,Group HQ (US),General & Admin,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,21286.32,60,RECONCILED
GL-10744,2026-07-30,Sub-Sahara Telco PLC,General & Admin,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,3019.04,60,RECONCILED
GL-10745,2026-06-06,Enterprise Cloud BV,General & Admin,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,68882.48,30,RECONCILED
GL-10746,2026-05-26,EMEA Logistics Ltd,Sales & Marketing,Payroll & Benefits,Engineering Salaries,Remote.com Global,8596.23,30,RECONCILED
GL-10747,2026-12-21,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,15426.82,45,RECONCILED
GL-10748,2026-04-05,Enterprise Cloud BV,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Remote.com Global,10835.17,30,RECONCILED
GL-10749,2026-10-04,Enterprise Cloud BV,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,14048.75,30,PENDING_AUDIT
GL-10750,2026-06-13,Enterprise Cloud BV,Engineering & R&D,General & Admin,Software Subscriptions (Slack/GitHub),Slack Technologies,1095.69,60,RECONCILED
GL-10751,2026-05-29,Enterprise Cloud BV,Data Infrastructure,Payroll & Benefits,Executive Compensation,Remote.com Global,27850.38,60,RECONCILED
GL-10752,2026-01-21,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,16394.24,30,RECONCILED
GL-10753,2026-02-17,Sub-Sahara Telco PLC,Engineering & R&D,Payroll & Benefits,Engineering Salaries,Gusto Payroll,15484.76,45,RECONCILED
GL-10754,2026-02-12,EMEA Logistics Ltd,Engineering & R&D,General & Admin,Audit & Corporate Legal Retainers,PwC Audit Advisory,6904.65,60,RECONCILED
GL-10755,2026-01-29,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,42027.88,30,RECONCILED
GL-10756,2026-06-29,Sub-Sahara Telco PLC,Customer Support,Sales & Marketing,Google Search & Ads Campaign,LinkedIn B2B Marketing,7322.83,45,RECONCILED
GL-10757,2026-08-01,EMEA Logistics Ltd,General & Admin,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,23215.14,45,RECONCILED
GL-10758,2026-10-28,Group HQ (US),Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,19628.1,60,RECONCILED
GL-10759,2026-02-15,Group HQ (US),Customer Support,Payroll & Benefits,Executive Compensation,Mercer Benefits,16022.54,45,RECONCILED
GL-10760,2026-03-12,Enterprise Cloud BV,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,1466.07,45,RECONCILED
GL-10761,2026-06-05,EMEA Logistics Ltd,Data Infrastructure,Payroll & Benefits,Engineering Salaries,ADP TotalSource,15599.02,30,RECONCILED
GL-10762,2026-11-24,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Executive Compensation,Mercer Benefits,16125.56,60,RECONCILED
GL-10763,2026-01-15,Group HQ (US),General & Admin,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,9218.71,60,RECONCILED
GL-10764,2026-05-13,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,5149.04,30,RECONCILED
GL-10765,2026-03-16,Sub-Sahara Telco PLC,Customer Support,Sales & Marketing,Google Search & Ads Campaign,HubSpot Marketing,2806.47,45,RECONCILED
GL-10766,2026-11-22,Sub-Sahara Telco PLC,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,17846.66,60,RECONCILED
GL-10767,2026-02-18,Enterprise Cloud BV,Data Infrastructure,Direct COGS,Stripe Payment Processing,OpenAI Inc,2890.23,60,RECONCILED
GL-10768,2026-02-19,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,14325.35,45,RECONCILED
GL-10769,2026-03-25,Group HQ (US),Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,20389.9,60,RECONCILED
GL-10770,2026-09-27,Group HQ (US),Customer Support,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,12500.06,30,RECONCILED
GL-10771,2026-06-09,Sub-Sahara Telco PLC,Sales & Marketing,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,8444.14,45,RECONCILED
GL-10772,2026-03-02,Enterprise Cloud BV,Sales & Marketing,Sales & Marketing,Google Search & Ads Campaign,LinkedIn B2B Marketing,3959.43,30,RECONCILED
GL-10773,2026-02-10,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,17976.19,30,RECONCILED
GL-10774,2026-12-04,Group HQ (US),Customer Support,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,19637.32,60,RECONCILED
GL-10775,2026-02-19,Group HQ (US),Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,17588.51,30,RECONCILED
GL-10776,2026-05-23,Sub-Sahara Telco PLC,General & Admin,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,17622.73,30,RECONCILED
GL-10777,2026-10-24,Group HQ (US),Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,6364.9,60,RECONCILED
GL-10778,2026-02-20,Enterprise Cloud BV,Data Infrastructure,Sales & Marketing,LinkedIn B2B Lead Generation,HubSpot Marketing,5598.24,30,RECONCILED
GL-10779,2026-02-24,Enterprise Cloud BV,General & Admin,General & Admin,Audit & Corporate Legal Retainers,PwC Audit Advisory,7142.51,45,RECONCILED
GL-10780,2026-06-10,Group HQ (US),Customer Support,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,19651.16,60,RECONCILED
GL-10781,2026-01-21,Group HQ (US),General & Admin,Direct COGS,Stripe Payment Processing,OpenAI Inc,4318.48,60,RECONCILED
GL-10782,2026-08-16,Enterprise Cloud BV,Data Infrastructure,Direct COGS,Stripe Payment Processing,Stripe Inc,7397.16,45,PENDING_AUDIT
GL-10783,2026-07-08,Enterprise Cloud BV,Engineering & R&D,General & Admin,Audit & Corporate Legal Retainers,WeWork Management,5963.7,60,RECONCILED
GL-10784,2026-02-13,Group HQ (US),Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,4577.88,30,RECONCILED
GL-10785,2026-04-12,Sub-Sahara Telco PLC,Sales & Marketing,Payroll & Benefits,Executive Compensation,ADP TotalSource,17356.0,45,RECONCILED
GL-10786,2026-05-23,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,5931.38,60,RECONCILED
GL-10787,2026-08-21,Group HQ (US),Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,58985.97,30,RECONCILED
GL-10788,2026-01-28,Group HQ (US),Customer Support,Payroll & Benefits,Engineering Salaries,Mercer Benefits,13452.72,45,RECONCILED
GL-10789,2026-11-15,Group HQ (US),Engineering & R&D,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,9445.49,30,RECONCILED
GL-10790,2026-09-12,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,81680.63,30,FLAGGED_VARIANCE
GL-10791,2026-03-02,EMEA Logistics Ltd,Customer Support,Direct COGS,Stripe Payment Processing,Cloudflare CDN,4339.35,30,RECONCILED
GL-10792,2026-12-04,Sub-Sahara Telco PLC,Sales & Marketing,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,11076.98,45,RECONCILED
GL-10793,2026-10-19,EMEA Logistics Ltd,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,7069.33,30,RECONCILED
GL-10794,2026-07-20,Sub-Sahara Telco PLC,Customer Support,Payroll & Benefits,Executive Compensation,Remote.com Global,29628.83,45,RECONCILED
GL-10795,2026-01-15,Group HQ (US),Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,6020.72,60,RECONCILED
GL-10796,2026-02-19,EMEA Logistics Ltd,General & Admin,General & Admin,Audit & Corporate Legal Retainers,Baker McKenzie LLP,2564.49,30,RECONCILED
GL-10797,2026-11-28,Sub-Sahara Telco PLC,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,26723.5,30,RECONCILED
GL-10798,2026-01-11,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,Stripe Payment Processing,Cloudflare CDN,2852.97,60,RECONCILED
GL-10799,2026-01-12,Sub-Sahara Telco PLC,Customer Support,Payroll & Benefits,Executive Compensation,ADP TotalSource,30591.51,30,RECONCILED
GL-10800,2026-04-16,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,1416.45,45,RECONCILED
GL-10801,2026-08-12,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Engineering Salaries,Gusto Payroll,9804.59,30,RECONCILED
GL-10802,2026-10-21,EMEA Logistics Ltd,Sales & Marketing,Payroll & Benefits,Engineering Salaries,ADP TotalSource,13306.44,45,RECONCILED
GL-10803,2026-09-29,EMEA Logistics Ltd,Customer Support,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,13854.39,45,RECONCILED
GL-10804,2026-10-04,Sub-Sahara Telco PLC,Sales & Marketing,Direct COGS,Stripe Payment Processing,Cloudflare CDN,5971.01,60,RECONCILED
GL-10805,2026-01-10,Enterprise Cloud BV,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,1973.65,60,RECONCILED
GL-10806,2026-11-11,EMEA Logistics Ltd,Data Infrastructure,Payroll & Benefits,Engineering Salaries,Gusto Payroll,10689.16,30,RECONCILED
GL-10807,2026-12-17,Sub-Sahara Telco PLC,Customer Support,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,12874.34,45,RECONCILED
GL-10808,2026-11-27,Enterprise Cloud BV,General & Admin,Payroll & Benefits,Engineering Salaries,Mercer Benefits,9242.56,30,RECONCILED
GL-10809,2026-05-06,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Stripe Payment Processing,Cloudflare CDN,5781.3,30,RECONCILED
GL-10810,2026-05-20,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,60100.57,30,PENDING_AUDIT
GL-10811,2026-09-06,Group HQ (US),Engineering & R&D,Sales & Marketing,Google Search & Ads Campaign,HubSpot Marketing,6312.8,30,PENDING_AUDIT
GL-10812,2026-07-28,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Stripe Inc,1798.23,60,RECONCILED
GL-10813,2026-03-03,Sub-Sahara Telco PLC,Customer Support,Sales & Marketing,Google Search & Ads Campaign,Google Ads,7685.53,45,RECONCILED
GL-10814,2026-10-27,EMEA Logistics Ltd,Sales & Marketing,General & Admin,Office Facilities & Coworking,PwC Audit Advisory,2927.26,30,PENDING_AUDIT
GL-10815,2026-08-14,EMEA Logistics Ltd,General & Admin,Sales & Marketing,Google Search & Ads Campaign,Meta Business,5767.76,60,PENDING_AUDIT
GL-10816,2026-06-12,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Executive Compensation,Gusto Payroll,20348.95,60,RECONCILED
GL-10817,2026-06-07,Group HQ (US),Data Infrastructure,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,22267.06,60,RECONCILED
GL-10818,2026-10-10,EMEA Logistics Ltd,General & Admin,Payroll & Benefits,Contract Data Engineers,Remote.com Global,10273.68,60,RECONCILED
GL-10819,2026-05-02,EMEA Logistics Ltd,Customer Support,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,36062.17,30,RECONCILED
GL-10820,2026-03-24,EMEA Logistics Ltd,General & Admin,Sales & Marketing,Global SaaS Summit Booth,Meta Business,20786.35,45,RECONCILED
GL-10821,2026-09-09,EMEA Logistics Ltd,Customer Support,General & Admin,Audit & Corporate Legal Retainers,Salesforce Inc,10767.61,30,RECONCILED
GL-10822,2026-12-24,Sub-Sahara Telco PLC,Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,46728.32,30,RECONCILED
GL-10823,2026-11-25,Enterprise Cloud BV,Customer Support,Sales & Marketing,Google Search & Ads Campaign,Google Ads,4705.29,60,RECONCILED
GL-10824,2026-10-22,Group HQ (US),Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,26174.01,60,RECONCILED
GL-10825,2026-06-13,EMEA Logistics Ltd,Customer Support,Sales & Marketing,Google Search & Ads Campaign,HubSpot Marketing,2887.83,60,RECONCILED
GL-10826,2026-05-25,Enterprise Cloud BV,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,13294.18,60,RECONCILED
GL-10827,2026-01-12,Enterprise Cloud BV,Engineering & R&D,General & Admin,Office Facilities & Coworking,Baker McKenzie LLP,5305.04,30,RECONCILED
GL-10828,2026-11-13,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,6327.76,60,RECONCILED
GL-10829,2026-09-27,EMEA Logistics Ltd,Customer Support,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,2614.25,30,RECONCILED
GL-10830,2026-05-17,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Stripe Payment Processing,Stripe Inc,5420.64,45,RECONCILED
GL-10831,2026-04-07,EMEA Logistics Ltd,Sales & Marketing,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,5204.66,45,RECONCILED
GL-10832,2026-08-19,Enterprise Cloud BV,General & Admin,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,4143.04,45,RECONCILED
GL-10833,2026-06-15,EMEA Logistics Ltd,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,9020.78,45,RECONCILED
GL-10834,2026-10-13,Group HQ (US),Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,13733.53,60,PENDING_AUDIT
GL-10835,2026-11-03,Group HQ (US),Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,12562.68,45,RECONCILED
GL-10836,2026-03-09,Group HQ (US),Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,23432.36,45,RECONCILED
GL-10837,2026-06-12,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,83496.16,45,RECONCILED
GL-10838,2026-05-24,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,51188.09,45,PENDING_AUDIT
GL-10839,2026-06-11,EMEA Logistics Ltd,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,3899.17,30,RECONCILED
GL-10840,2026-04-04,Group HQ (US),Customer Support,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,15910.75,45,RECONCILED
GL-10841,2026-07-02,EMEA Logistics Ltd,Customer Support,Direct COGS,Third-Party LLM API Credits,Stripe Inc,1180.1,30,RECONCILED
GL-10842,2026-05-26,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Executive Compensation,Gusto Payroll,25421.59,30,RECONCILED
